SlNo,FarmerAge,FarmerEduaction,InvolveWithShrimpFarming,Latitude,Longitude,Zone,PriorLandUse,Area_ha,SoilType,CanalDepth_ft,GherDepth_ft,Operator,FertilizerUse,ChemicalUsePondPreparation,ChemicalUseWaterTreatment,Aerator,GherDryAfterHarvest,SludgeRemovalMethods,SludgeRemovalInterval,MaintainAndRepairDikes,PeriodOfFallow,WaterSource_DirectNatural,WaterSource_IndirectNatural,WaterComingViaOtherFarms,Reservoir,WaterExchangeFrequency,InletOutlet,CultureMethod,SourceOfFingerling,StockingDensity_PL/40MeterSquare,StockingAge_Days,PLQuality,CropRotation,FeedType,FeedAdditives,BirdScare,CrabFench,FootBath,LimitedAccess,SameEquipmentForWholeCultureArea,CulturePractice,Temperature,pH,Salinity,PreviousPrevalence(%),CurrentPrevalance(%),VirusDetected
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,691.8902910156949,10,2,0,2,1,0,0,0,0,1,2,32.446031693339116,7.5,12.322969474583745,41.2096452149257,0,0
37,37,Secondary,22,22.8014033,89.5549314,Bagerhat,3,1.0121457489878543,2,3.0,2.0,1,4,1,1,0,1,5,1,2,45,1,0,0,0,4,1,3,2,263.39538544206624,25,2,1,3,1,0,0,0,0,1,2,29.431917038210504,7.0,12.019035667829389,63.13607039169191,30,1
126,45,Junior Secondary,19,22.772684,89.322776,Khulna,3,1.214574898785425,2,4.5,3.0,1,3,1,1,0,1,3,2,2,30,0,4,1,0,3,0,1,2,473.1247233969156,8,1,0,1,0,0,0,0,0,1,2,33.383995539232274,7.5,10.949652854532891,37.398567918881156,40,1
119,32,Primary,10,22.776041,89.326702,Khulna,3,0.32388663967611336,2,4.0,2.0,1,4,1,1,0,1,1,2,2,75,1,0,0,0,3,1,3,3,86.7985511305279,12,3,0,4,0,0,0,0,0,1,2,32.27829006845991,7.5,7.657919025101897,100.0,0,0
28,38,Secondary,18,22.768674,89.339796,Khulna,3,0.5344129554655871,1,5.0,2.5,0,1,1,1,0,1,2,3,2,45,0,2,0,0,1,1,3,3,166.5259858064859,15,2,1,3,0,0,0,0,0,1,2,24.37579131450222,7.5,6.506161905441538,100.0,100,1
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,178.45166267863056,13,3,1,4,0,0,0,0,0,1,2,28.88750748583932,8.0,14.119463522796,47.39259937219865,0,0
143,50,Secondary,30,22.690521,89.473944,Khulna,3,8.906882591093117,3,4.0,2.5,0,4,1,1,0,1,3,2,2,45,0,2,0,0,2,1,1,2,47.864054584716285,18,2,1,1,0,0,0,0,0,1,2,24.759974880648826,9.0,13.03137551264134,61.98523486389573,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,219.0038727754265,15,2,1,5,0,0,0,0,0,1,2,27.751900621105026,9.0,13.697699355324996,69.99276558908831,0,0
57,60,Secondary,30,22.580687,89.666652,Bagerhat,3,0.242914979757085,1,3.0,2.5,1,1,1,3,0,1,5,1,2,30,0,4,1,0,4,1,1,2,308.9853324203566,30,3,0,4,1,0,0,0,0,1,2,28.053198672612947,7.5,13.485800532492373,97.68435831823547,50,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,187.3789282946036,8,2,1,3,1,0,0,0,0,1,2,28.169911444437325,7.5,13.975862385026092,42.79870355107514,0,0
56,49,Secondary,13,22.579864,89.704947,Bagerhat,3,0.1214574898785425,1,3.0,1.5,1,3,1,3,0,1,2,2,2,30,1,0,0,0,4,1,3,1,226.4327468469751,15,2,0,4,1,0,0,0,0,1,2,26.59096044521408,9.0,9.805752659235402,33.129191549501705,50,1
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,468.7429702100797,8,2,0,4,0,0,0,0,0,1,2,35.428606846599344,7.6,12.56394200610446,31.609043944727944,0,0
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,176.4385716630534,30,2,1,4,0,0,0,0,0,1,2,27.301057385431317,6.0,3.201301524620524,17.42386523879403,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,385.83524571563356,30,2,1,5,0,0,0,0,1,1,2,26.80283129646522,6.0,6.734896347378817,34.55494783913299,0,0
85,38,Secondary,5,22.691389,89.4825,Khulna,3,0.15384615384615385,1,4.0,3.0,1,4,1,3,0,1,3,2,2,105,2,0,0,0,4,0,1,1,139.11205979874433,5,1,0,1,0,0,0,0,0,1,2,36.47018575356327,8.6,10.243733038645964,56.645874908094584,70,1
144,40,Junior Secondary,25,22.69052,89.47413,Khulna,3,2.5506072874493926,3,4.0,2.5,0,4,1,1,0,1,1,3,2,30,0,2,0,0,3,0,1,1,20.0,16,2,1,1,0,0,0,0,0,1,2,26.1956078260205,8.5,12.731470936947614,74.41554712088328,0,0
105,60,Primary,7,22.704591,89.47331,Khulna,3,0.10121457489878542,3,6.5,2.0,1,1,1,3,0,1,1,2,2,75,2,0,0,0,2,0,1,1,130.99865393431597,9,2,1,2,1,0,0,0,0,1,2,32.7337810550346,8.0,10.749190759895898,63.630517503472326,50,1
31,32,Junior Secondary,23,22.703141,89.47335,Khulna,1,0.4048582995951417,1,5.0,3.0,0,1,1,1,0,1,3,2,2,30,0,2,0,0,4,0,1,2,133.02523418389353,15,2,1,3,1,0,0,0,0,1,2,32.43016213005952,,8.301635312252147,100.0,100,1
94,50,Higher Secondary,9,22.756475,89.477223,Khulna,3,0.1417004048582996,2,8.0,6.0,1,3,3,3,1,1,1,2,2,65,0,1,0,1,2,0,4,2,255.04196583539326,8,2,1,2,1,1,1,1,1,0,1,29.109852312986405,7.6,10.147515553607148,81.7719642007336,0,0
135,42,Bachelor's,2,22.761944,89.503611,Khulna,1,3.6437246963562755,2,0.0,4.5,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,643.4359633208777,15,1,0,2,1,0,1,1,1,0,1,29.612446937135175,7.7,12.260295831577636,19.894466975012964,0,0
79,50,Higher Secondary,25,22.676317,89.409818,Khulna,3,0.30364372469635625,2,4.0,2.0,1,4,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,1,206.8300515724283,8,2,1,4,0,0,0,0,0,1,2,27.139217136677402,8.5,12.950541026067278,30.53360553148555,100,1
123,35,Higher Secondary,20,22.776288,89.324977,Khulna,3,5.060728744939271,2,5.5,3.0,1,3,1,3,0,1,3,3,2,45,1,0,0,0,3,1,1,2,512.9426986544117,8,1,0,2,1,0,0,0,0,1,2,33.36877384689832,8.0,11.622157864149953,34.645809068482016,35,1
137,35,Primary,10,22.679336,89.477113,Khulna,3,0.1417004048582996,2,4.0,2.5,1,3,1,1,0,1,1,2,1,60,0,2,0,0,3,0,3,2,129.10854592390902,14,2,1,3,0,0,0,0,0,1,2,27.092310460466308,9.0,14.070947576775357,23.844204070570626,0,0
49,60,Higher Secondary,26,22.3945424,89.1768693,Satkhira,3,5.870445344129554,2,2.0,1.0,0,3,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,2,265.44022296918047,30,2,0,4,0,0,0,0,0,1,2,29.59306406906752,8.0,11.630277458484493,98.08245023482996,45,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,235.753259394461,28,2,1,1,0,0,0,0,0,1,2,27.136411079830015,6.0,10.01129407335318,38.25931682584267,0,0
147,35,Bachelor's,3,22.674725,89.474163,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,70,0,1,0,0,1,0,4,2,656.0678954610178,12,1,0,2,1,0,1,1,1,1,1,30.185640886455083,7.8,10.680261079970332,76.67238126863384,90,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,232.0586793394771,15,1,0,2,1,1,1,1,1,0,1,24.42862943550775,8.0,11.193968455597552,22.972954222341304,0,0
36,41,Secondary,18,22.2949627,89.21106,Satkhira,3,0.9352226720647774,2,3.0,2.0,1,2,3,1,0,1,3,2,2,70,1,0,0,0,4,0,1,2,544.3104634310389,8,2,1,2,1,0,0,0,0,1,2,34.37545789978279,9.0,19.21623719000263,60.888238055951355,30,1
32,45,Junior Secondary,23,22.703668,89.473479,Khulna,3,3.2388663967611335,1,4.0,2.5,1,4,1,1,0,1,3,2,2,75,0,2,0,0,4,0,1,2,74.18069548241459,30,2,1,2,0,0,0,0,0,1,2,29.52770609325681,8.0,12.152157246411813,90.93993688124839,100,1
59,40,Junior Secondary,15,22.581102,89.666654,Bagerhat,3,0.6882591093117408,2,3.0,1.3,1,3,1,1,0,1,1,3,1,45,0,4,1,0,4,1,1,1,126.19069281306966,20,2,1,4,1,0,0,0,0,1,2,28.74115889477446,7.5,12.952563095276657,35.7319128607751,15,1
35,48,Primary,16,22.3461103,89.2092948,Satkhira,3,1.991902834008097,2,4.0,2.0,1,4,3,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,700.9502700559497,10,2,0,3,1,0,0,0,0,1,2,35.314970826535735,9.0,17.205982768497904,71.26125943713052,30,1
25,40,Primary,10,22.768449,89.34,Khulna,3,0.16194331983805668,1,5.0,2.0,1,3,1,1,0,1,3,2,2,140,0,4,1,0,1,1,3,2,269.4177616969239,7,2,0,3,0,0,0,0,0,1,2,25.117207126916185,8.0,5.222304577151246,100.0,20,1
19,36,Higher Secondary,9,22.768575,89.340143,Khulna,3,0.9311740890688259,2,5.0,2.5,1,1,3,3,0,1,3,2,2,40,2,0,0,0,1,1,3,2,215.52064992525928,25,2,1,3,1,0,0,0,0,1,2,28.40415898171083,7.5,6.374875943924404,71.09211662161599,100,1
225,36,Junior Secondary,10,22.683058,89.462834,Khulna,3,0.30364372469635625,2,3.0,1.5,1,3,1,1,0,1,2,2,2,30,0,2,0,0,4,1,1,2,121.796699383584,12,2,1,4,0,0,0,0,0,1,2,24.563486058065802,,16.73916713977936,64.84453016794951,40,1
160,50,Junior Secondary,18,22.648034,89.046182,Satkhira,3,0.4048582995951417,3,4.0,1.0,1,3,1,1,0,1,3,2,2,60,0,2,0,0,1,1,3,2,60.06680949614019,25,2,1,5,0,0,0,0,0,1,2,25.780676665180096,5.0,2.5,81.44661946592662,0,0
155,17,Secondary,10,22.519653,89.010142,Satkhira,3,0.22267206477732793,3,5.0,2.5,1,3,3,3,0,1,3,2,2,45,0,2,0,0,3,1,1,1,132.04525005020298,18,2,0,5,1,0,0,0,0,1,2,26.75053676580956,9.0,12.917693959752288,72.38123576609225,40,1
97,38,Secondary,15,22.699533,89.474743,Khulna,1,0.3643724696356275,2,3.0,2.0,1,4,1,1,0,1,5,1,1,75,1,0,0,0,3,1,1,3,185.38171311446715,15,2,0,1,0,0,0,0,0,1,2,28.966468898330017,7.8,14.477701322096264,83.99733613291039,50,1
74,37,Junior Secondary,16,22.676344,89.410003,Khulna,3,0.23076923076923078,3,3.0,1.5,1,2,1,3,0,1,3,2,2,30,0,4,1,0,4,0,1,2,112.12540370640897,3,1,1,4,0,0,0,0,0,1,2,36.84302284455789,8.2,12.415473558547848,100.0,90,1
98,60,Junior Secondary,30,22.698333,89.473611,Khulna,1,0.6072874493927125,1,3.5,2.0,1,3,1,1,0,1,3,3,2,75,1,0,0,0,4,0,3,1,203.5009020953848,45,1,0,2,0,0,0,0,0,0,2,36.146334813652146,8.2,10.679398959611824,70.99390786748458,75,1
232,36,Higher Secondary,2,22.498056,89.644167,Bagerhat,1,40.48582995951417,3,0.0,5.5,0,3,1,3,1,1,1,2,2,75,0,4,1,0,1,0,4,2,406.83523345561025,15,2,0,2,1,0,0,0,0,1,2,28.95114865174555,7.9,5.879821657352237,15.0,0,0
132,47,Junior Secondary,8,22.788262,89.335302,Khulna,3,2.0242914979757085,2,4.0,3.0,0,3,1,3,0,1,2,2,2,60,0,4,1,0,3,0,1,2,153.34863770495966,12,2,1,3,1,0,0,0,0,1,2,31.674527309082933,8.0,9.303633862281464,15.833930821851872,0,0
124,65,Secondary,30,22.773745,89.324073,Khulna,3,1.1619433198380567,3,6.0,3.0,1,3,1,1,0,1,5,1,1,30,1,0,0,0,4,0,3,2,354.57707751005665,12,2,0,4,0,0,0,0,0,0,2,33.12992592359227,7.9,10.74131541671745,100.0,60,1
22,23,Higher Secondary,9,22.768241,89.340229,Khulna,3,0.5263157894736842,2,5.0,2.5,0,1,1,1,0,1,3,2,2,45,0,2,0,0,1,1,3,2,210.81673832213536,20,2,1,3,0,0,0,0,0,1,2,28.111151513643637,7.0,7.806811781125158,80.27711044557091,0,0
8,28,Primary,10,22.598216,89.729599,Khulna,3,2.0242914979757085,2,5.0,2.0,0,4,1,3,0,1,2,2,2,75,1,0,0,0,4,1,3,2,48.86203226731154,35,2,1,3,1,0,0,0,0,1,2,26.47820798258312,7.5,9.035446060316083,66.10512990081858,35,1
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,61.88160828891778,12,2,1,4,1,0,0,0,0,1,2,27.227710981481998,9.0,9.839627744454587,67.397355557447,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,419.5314671884155,15,2,1,3,0,0,0,0,0,1,2,27.133787787198244,7.0,6.480938490597776,27.47781635426105,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,155.92191094661965,18,2,1,1,0,0,0,0,0,1,2,25.414850316285094,8.0,13.472878032376068,47.80345221898679,0,0
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,186.78078544391394,15,2,0,1,0,0,0,0,0,1,2,31.324525828527246,7.0,12.992005765673081,89.89562951362373,0,0
140,42,Bachelor's,1,22.660556,89.462222,Khulna,3,2.263157894736842,3,0.0,5.0,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,577.678925267825,10,1,0,2,1,0,1,1,1,0,1,29.554497489492093,7.9,15.949894828167082,15.361599760737112,0,0
51,30,Secondary,15,22.3679192,89.1573535,Satkhira,3,0.9392712550607287,2,3.0,2.0,1,3,1,1,0,1,3,3,2,45,1,0,0,0,4,1,1,2,412.2526288827002,25,2,1,4,0,0,0,0,0,1,2,31.263670147364838,8.0,13.996399390818603,100.0,40,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,210.97827774941882,28,2,1,1,0,0,0,0,0,1,2,27.027163719174663,6.0,10.099354027950938,45.01174555572841,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,20.0,32,2,1,3,0,0,0,0,0,1,2,24.892245474662488,7.5,9.111581205055181,30.731813605658978,0,0
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,23.74410910863909,32,2,1,3,0,0,0,0,0,1,2,24.0,7.5,9.148634315861756,37.687197004622185,0,0
114,53,Secondary,20,22.792105,89.333387,Khulna,1,0.728744939271255,3,5.0,2.0,1,4,3,3,0,1,3,3,2,45,1,0,0,0,2,1,1,2,119.94147153129256,8,1,0,2,1,0,0,0,0,1,2,33.65091613483102,8.5,8.087727506591412,49.01780943324303,85,1
66,37,Primary,12,22.676344,89.410003,Khulna,3,0.25303643724696356,3,3.5,2.0,1,1,1,3,0,1,3,2,2,45,0,4,1,0,4,1,1,2,96.60714891608079,7,1,1,4,0,0,0,0,0,0,2,36.39904388259112,9.0,15.073886445823714,100.0,90,1
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,142.58020730540875,12,2,1,4,1,0,0,0,0,1,2,27.162714590961638,9.0,10.802990161364365,58.6473195553327,0,0
47,48,Secondary,9,22.3545956,89.1743198,Satkhira,3,4.008097165991903,2,5.0,2.5,1,3,1,1,0,1,3,2,2,55,1,0,0,0,4,1,1,2,518.5579001116389,25,2,1,4,1,0,0,0,0,1,2,31.63005079868356,8.0,18.48664291016773,91.56932717647935,35,1
104,22,Diploma,1,22.701944,89.472222,Khulna,1,0.22267206477732793,1,7.0,5.0,1,4,1,3,0,1,2,3,2,50,0,4,1,0,1,0,3,2,237.670087828556,7,2,0,1,0,0,0,0,0,0,2,33.5437630205989,7.8,11.400748653049769,18.11746142467472,0,0
175,58,Primary,30,22.52017,89.010264,Satkhira,3,1.1336032388663968,3,4.5,2.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,2,1,1,2,125.30308077635995,15,2,0,1,0,0,0,0,0,1,2,27.4083678168901,9.0,13.852847148621212,73.03235653483935,0,0
115,58,Primary,25,22.79258,89.336812,Khulna,3,0.4048582995951417,2,5.0,3.0,1,4,1,1,0,1,5,1,2,105,2,0,0,0,1,1,1,3,326.7653720282454,10,3,0,3,0,0,0,0,0,0,2,30.48876574368012,7.6,7.522972515240531,96.90892531452381,0,0
24,46,Secondary,10,22.768649,89.340042,Khulna,3,1.3360323886639676,2,6.0,3.0,0,1,1,1,0,1,2,3,2,45,2,0,0,0,1,1,3,2,168.41280578270963,22,2,1,4,0,0,0,0,0,1,2,27.92818299846669,7.2,3.7799669286661968,100.0,50,1
122,50,No,20,22.775381,89.327365,Khulna,3,1.417004048582996,2,5.5,2.0,1,3,1,3,0,1,3,2,2,45,1,0,0,0,2,1,1,2,607.2486003561982,8,2,0,2,1,0,0,0,0,1,2,33.6349683271775,8.0,11.202089869770111,30.70634090714516,40,1
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,624.9978617012234,10,2,0,2,1,0,0,0,0,1,2,32.20587885112165,7.5,12.854268927223734,43.859063479198895,0,0
12,33,Secondary,15,22.592553,89.742362,Bagerhat,3,1.0121457489878543,2,6.0,3.0,1,3,1,1,0,1,2,3,2,40,1,0,0,0,4,1,3,2,193.73601676000422,15,2,1,3,1,0,0,0,0,1,2,25.144361708849587,7.0,8.648709188587025,15.0,100,1
52,42,Primary,14,22.3654688,89.1883043,Satkhira,3,2.672064777327935,2,3.0,1.5,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,1000.0,35,2,0,4,0,0,0,0,0,1,2,27.87431383440996,7.5,16.690746185859663,42.05509840493406,90,1
215,29,Secondary,12,22.683779,89.465372,Khulna,3,0.8097165991902834,2,6.0,2.0,0,4,1,1,0,0,2,2,2,45,0,4,1,0,1,1,1,2,127.89598528178266,15,1,0,4,1,0,0,0,0,1,2,29.364669586773246,5.0,8.18900103149841,41.15221699333005,0,1
44,54,Higher Secondary,11,22.7915117,89.7323503,Bagerhat,3,0.3643724696356275,3,4.0,4.0,1,3,3,3,1,1,3,2,2,50,0,1,0,1,2,0,4,2,317.3641167114399,25,1,0,2,1,1,1,1,1,0,1,24.683118137858088,8.0,13.632892011587124,20.88229355414688,0,0
68,47,Higher Secondary,21,22.695338,89.410097,Khulna,3,0.9311740890688259,3,3.0,2.0,1,3,1,3,0,1,1,2,2,30,1,0,0,0,3,0,1,2,146.8400837157168,13,2,1,3,1,0,0,0,0,1,2,29.044058213077736,8.0,13.241588729168585,37.656702187469904,20,1
73,32,Primary,15,22.695229,89.410033,Khulna,1,1.0121457489878543,3,2.5,1.4,1,3,1,1,0,1,3,3,2,75,0,4,1,0,3,0,1,1,202.28793512746486,14,2,1,3,0,0,0,0,0,0,2,28.459805976402826,8.0,12.85553239365662,39.1237217908724,40,1
10,50,Primary,10,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,4.0,3.0,1,3,1,1,0,1,2,2,2,50,1,0,0,0,4,1,3,2,189.01658222193745,15,2,1,3,1,0,0,0,0,1,2,25.497458780980075,8.0,5.5818469198387,38.115959956695164,100,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,274.8319455443016,15,2,1,3,1,0,0,0,0,1,2,26.77667227919478,7.5,12.935491128883134,34.82963702319422,0,0
60,32,Higher Secondary,15,22.582054,89.666057,Bagerhat,3,0.145748987854251,1,5.0,3.0,1,1,1,3,0,1,3,2,2,55,0,4,1,0,3,1,1,1,288.14906495521905,30,2,0,3,1,0,0,0,0,1,2,28.91193065338273,7.0,12.704513719156017,100.0,45,1
121,28,Higher Secondary,25,22.77351,89.326545,Khulna,3,0.2834008097165992,3,3.0,2.0,1,1,1,1,0,1,2,3,2,30,0,4,1,0,4,1,3,2,277.3352919412948,8,2,0,1,0,0,0,0,0,0,2,32.03488321680744,8.0,12.032068667848277,100.0,45,1
13,37,Secondary,9,22.59757,89.726408,Bagerhat,3,0.4048582995951417,2,5.0,2.0,0,4,1,1,0,1,1,3,2,75,1,0,0,0,4,0,3,2,21.816894646228562,32,2,1,3,0,0,0,0,0,1,2,24.0,7.5,8.92382654605613,37.5167549231475,0,0
96,33,Secondary,3,22.70194,89.473803,Khulna,3,0.012145748987854251,2,4.0,2.0,1,2,1,1,0,1,3,3,2,30,0,4,1,0,4,0,3,1,139.344671527425,9,2,1,4,0,0,0,0,0,1,2,31.17276145953573,8.0,12.040914486020865,19.807911339187417,0,0
20,30,Higher Secondary,9,22.749761,89.321712,Khulna,3,0.6680161943319838,3,3.0,2.5,1,1,3,3,0,1,3,2,2,35,0,2,0,0,1,0,3,1,175.028234843856,15,2,1,3,1,0,0,0,0,1,2,26.675321536497133,7.5,7.366433374042178,37.161291479684024,15,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,149.03156878786154,8,2,1,3,1,0,0,0,0,1,2,27.19799679179962,7.5,15.219285111691313,42.81413046840896,0,0
160,50,Junior Secondary,18,22.648034,89.046182,Satkhira,3,0.4048582995951417,3,4.0,1.0,1,3,1,1,0,1,3,2,2,60,0,2,0,0,1,1,3,2,70.16779649957832,25,2,1,5,0,0,0,0,0,1,2,26.555958633819746,5.0,3.1217909523863634,80.13682191527218,0,0
5,22,Primary,4,22.597399,89.739075,Bagerhat,3,2.3157894736842106,2,6.0,2.5,1,4,1,3,0,1,1,2,1,55,1,0,0,0,4,0,1,2,38.179222795560904,30,2,1,4,1,0,0,0,0,1,2,24.0,7.5,11.68399065092113,17.13134447038437,45,1
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,169.26615608117422,30,2,1,4,0,0,0,0,0,1,2,26.723858100784973,6.0,3.2700712488530472,15.0,0,0
136,73,Secondary,12,22.729662,89.470217,Khulna,3,0.05263157894736842,2,5.0,5.0,1,4,1,1,0,1,3,3,2,45,1,0,0,0,3,1,1,1,156.81480904257748,13,2,0,5,0,0,0,0,0,0,2,25.797241776895053,8.0,12.729532823047338,54.384139490798084,0,0
113,50,No,15,22.792402,89.332432,Khulna,3,0.20242914979757085,2,4.5,1.5,1,4,1,1,0,1,2,2,2,45,1,0,0,0,3,1,1,2,297.68895555404896,7,1,0,2,0,0,0,0,0,1,2,33.59121213346193,8.0,12.36613463385911,42.31301252809561,70,1
78,70,Primary,20,22.698237,89.415383,Khulna,1,0.4048582995951417,3,4.0,3.0,0,4,1,1,0,1,5,1,1,45,1,0,0,0,4,1,1,1,133.6745982866334,15,2,0,1,0,0,0,0,0,1,2,28.114053162156413,8.0,12.525977629642735,72.12938894913592,100,1
116,35,Secondary,15,22.796803,89.329085,Khulna,1,0.6072874493927125,3,5.0,2.5,1,4,1,1,0,1,3,2,2,45,1,0,0,0,3,1,1,2,166.38941030223754,8,1,0,2,0,0,0,0,0,1,2,35.138937486194855,8.0,11.09198579847319,99.53920359836151,0,0
53,39,Secondary,19,22.3651067,89.1903866,Satkhira,3,2.2955465587044532,1,3.0,2.0,1,3,1,1,0,1,3,3,2,30,0,2,0,0,4,1,1,2,507.940097065625,20,2,0,3,1,0,0,0,0,1,2,32.54120488411387,9.0,24.140610583817185,99.65049159122218,30,1
72,58,Primary,15,22.676344,89.410003,Khulna,1,1.214574898785425,1,6.0,2.5,1,4,1,1,0,1,5,1,2,75,0,4,1,0,4,1,1,1,288.3259506720729,7,2,0,1,0,0,0,0,0,0,2,36.723383521628854,8.8,12.2896075441227,97.79284156367737,85,1
23,31,Junior Secondary,4,22.7918,89.341884,Khulna,3,2.672064777327935,3,8.0,5.0,1,1,1,3,0,1,3,2,2,30,2,0,0,0,2,0,1,2,118.8170405429051,20,2,1,2,1,0,0,0,0,1,2,25.847891369926757,8.0,2.5,17.949844291001757,0,0
50,28,Secondary,8,22.8030726,89.7363819,Bagerhat,3,0.32388663967611336,2,8.0,5.0,1,1,3,3,0,1,3,2,2,50,3,0,0,0,4,0,1,1,353.2543515414717,25,2,0,4,1,0,0,0,0,1,2,26.558415277466242,7.0,11.865024824001566,37.90746189947194,40,1
48,30,Higher Secondary,10,22.3545956,89.1743198,Satkhira,3,1.874493927125506,2,5.0,3.0,1,3,3,1,0,1,3,2,2,75,1,0,0,0,1,1,1,2,337.1785636727723,12,2,1,4,0,0,0,0,0,1,2,31.42033393972722,5.5,5.353420979626515,32.74871290384269,90,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,146.77158461667244,18,2,1,1,0,0,0,0,0,1,2,25.334275742683456,8.0,11.40744738495962,41.69548948605775,0,0
223,32,Junior Secondary,14,22.683444,89.465384,Khulna,3,0.30364372469635625,1,4.0,2.0,1,3,1,1,0,1,2,3,2,30,0,4,1,0,1,1,1,3,149.75114294646272,10,2,0,1,0,0,0,0,0,1,2,24.45297978967579,,18.021206763801978,56.66316092700115,35,1
219,31,Higher Secondary,10,22.683476,89.464688,Khulna,3,0.4048582995951417,2,6.0,3.0,1,3,1,1,0,1,2,2,2,45,0,4,1,0,4,1,1,2,182.3028477354561,12,2,0,2,0,0,0,0,0,1,2,27.72447012346634,,25.0,94.74597446046938,35,1
230,40,Higher Secondary,5,22.506111,89.662222,Bagerhat,1,0.8704453441295547,1,0.0,5.0,0,3,3,3,1,1,1,2,4,70,1,0,0,0,1,1,4,2,618.7983240685658,12,2,0,2,1,0,0,0,0,1,2,30.316811741817823,7.8,11.881102561008019,77.69843260249863,75,1
